Brand,Price Value,Currency,Rating,Ratings Count,Processor,Screen Size,Manufacturer Color,Color,Ram Size,SSD Capacity,GPU,Processor Speed,Type,Release Year,Model,OS,Features,Hard Drive Capacity,Country Region Of Manufacture,Storage Type,Resolution Width,Resolution Height
Unknown,89.61,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,64.61,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,326.28,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Nvidia GeForce GT720M,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,726.66,$,Unknown,4.0,Intel Core I5 ​​12th Generation,15.0,Unknown,Unknown,Unknown,256GB,Intel UHD Graphics,3.00-4.00GHz,Notebook/Laptop,Unknown,V15 G3,Windows 11 pros,"Webcam integrated,  Wi-Fi,  Bluetooth",NO,Unknown,SSD,1920.0,1080.0
Unknown,52.84,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,336.74,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,278.66,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Gráficos Intel HD 4000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Simpletek,2.0,$,Unknown,4.0,inter Core i7 8550U,14.0,Unknown,Unknown,Unknown,4TB,Intel UHD Graphics 620,1.80 GHz,Notebook/Laptop,Unknown,W14X,Windows 10 Pros,"Touch ID, 10/100 LAN Card, Shockproof, Bluetooth, Webcam integrated, Wi-Fi",NO,Unknown,SSD,1920.0,1080.0
Unknown,6.51,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,85.18,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,65.08,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,117.04,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,117.39,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,92.07,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Uniwill,21.6,$,Unknown,4.0,Intel Pentium,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,485.49,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Toshiba,316.46,$,Unknown,4.0,Intel Core i5 11th Gen.,13.3,Unknown,Unknown,8 GB,256 GB,Unknown,Unknown,Notebook/Laptop,Unknown,Toshiba Tecra,Windows 10 Pro,Unknown,256 GB,Unknown,SSD (Solid State Drive),1920.0,1080.0
Unknown,130.31,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Acer,32.4,$,Unknown,4.0,Intel Core 2 Duo,17.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Casio,58.5,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,85.71,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,128.49,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,419.21,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Fujitsu Siemens,359.74,$,Unknown,4.0,Intel Core i5 6th generation,14.0,Unknown,Unknown,Unknown,256GB,Intel HD Graphics 520,2.00-3.00GHz,Notebook/Laptop,Unknown,E736,Windows 11 pros,"10/100 LAN Card, Webcam integrated, Wi-Fi, Bluetooth",NO,Unknown,SSD,1920.0,1080.0
AUO,92.57,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
HannStar,130.32,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
LG,90.65,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
HP,37.8,$,Unknown,4.0,Intel Centrino,15.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,411.51,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Nvidia GeForce GT720M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,320.69,$,Unknown,4.0,Intel Core i5 5th generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 5500,2.70 GHz,Notebook/Laptop,Unknown,E7450,Windows 10 Pros,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",NO,Unknown,Unknown,1920.0,1080.0
Unknown,294.67,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,intel GMA 950,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
HP,119.99,$,Unknown,4.0,Intel Celeron N,14.0,Unknown,Silver,4 GB,4 GB,Intel UHD Graphics 600,1.10 GHz,Notebook/Laptop,2020,ChromeBook,Chrome OS,"Bluetooth, Built-in Webcam, Force Touch Trackpad",Unknown,Unknown,eMMC,1366.0,768.0
HP,145.0,$,Unknown,4.0,Intel Celeron N,14.0,Unknown,Unknown,8 GB,64 GB,Intel UHD Graphics 600,1.10 GHz,Notebook/Laptop,2020,HP Chromebook 14 G6,Chrome OS,Backlit Keyboard,Unknown,Unknown,eMMC,1920.0,1080.0
Dell,425.0,$,5 out of 5 stars,5.0,Intel Core i7 12th Gen.,16.0,Unknown,Green,40 GB,1 TB,Intel Iris Xe Graphics,4.70 GHz,Notebook/Laptop,Unknown,Dell Inspiron 16 7620,Windows 11 Home,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",1 TB,Unknown,SSD (Solid State Drive),3072.0,1920.0
HP,289.99,$,Unknown,4.0,Intel Core i7 4th Gen.,15.6,Grey,Gray,8 GB,Unknown,Intel HD Graphics 4600,3.20 GHz,Notebook/Laptop,2023,HP ProBook,Windows 10,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",500 GB,China,HDD (Hard Disk Drive),1366.0,768.0
Unknown,341.8,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,GRAPHIQUE INTEL HD 620,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
HP,572.75,$,5 out of 5 stars,1.0,Intel Core i7 10th Gen.,15.6,Silver,Silver,12 GB,256 GB,Intel Iris Plus Graphics,1.30 GHz,Notebook/Laptop,2020,15-DY1079MS,Windows 10,"Touchscreen, Bluetooth, Built-in Webcam, Built-in Microphone",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Asus,29.99,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Notebook/Laptop,Unknown,K501,Not Included,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Microsoft,484.98,$,Unknown,4.0,Intel Core i7 11th Gen.,13.5,Unknown,Silver,16 GB,512 GB,Intel Iris Xe Graphics,3.00 GHz,Notebook/Laptop,Unknown,Microsoft Surface Laptop 4 1950,Windows 11 Pro,Unknown,Unknown,Unknown,SSD (Solid State Drive),2256.0,1504.0
Unknown,287.51,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Notebook, ordinateur portable",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Fujitsu,99.0,$,Unknown,4.0,Intel Core i5 4th Gen.,12.5,Unknown,Silver and Black,4 GB,120GB,NVIDIA GeForce 320M,2.50 GHz,Notebook,2016,i5 4200M,Windows 10,"Bluetooth, Built-in Webcam, Touchscreen",120 GB,Unknown,HDD (Hard Disk Drive),1920.0,1080.0
Unknown,341.31,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Nvidia GeForce GT720M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,410.0,$,Unknown,4.0,Intel Core i7 8th Gen.,15.6,Unknown,Unknown,Unknown,Unknown,Intel UHD Graphics 620,1.90 GHz,Notebook/Laptop,Unknown,LATITUDE 5500,Windows 10,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
AUO,59.85,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,774.98,$,Unknown,4.0,"Intel Core i7-7Y75 (up to 3.60GHz, 4M Cache)",13.3,Gray / Black,Black / Gray,16 GB,1 TB,Unknown,i7-7Y75 Processor (up to 3.60GHz),Convertible 2-in-1 Laptop/Tablet,Unknown,Dell XPS 13 9365,Windows 10,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Unknown,310.75,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 4400,Unknown,Pc Portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
ASUS,69.99,$,Unknown,4.0,Intel Core i5-3210M,15.6,Unknown,Unknown,Unknown,Unknown,Unknown,2.50GHz,Notebook/Laptop,Unknown,ASUS Q500A-BHI5NQ1,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,399.99,$,Unknown,4.0,Intel Core i5 8th Gen.,15.6,Unknown,Black,32 GB,512 GB,Nvidia Quadro P2000,2.50 GHz,Notebook,2000,Precision 7530,Windows 10,"10/100 LAN Card,  Backlit Keyboard,  Built-in Webcam,  Rugged",512 GB,Unknown,SSD (Solid State Drive),1920.0,1080.0
Lenovo,170.88,$,5 out of 5 stars,15.0,Intel Celeron,11.6,Unknown,Unknown,4 GB,Unknown,Intel UHD Graphics 600,1.10 GHz,Chromebook,2020,Lenovo IdeaPad 3 CB 11IGL05,Chrome OS,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",32 GB,Unknown,eMMC,1366.0,768.0
Dell,167.7,$,Unknown,4.0,Intel Core i5 6th gen,13.3,Unknown,Silver,8 GB,128 GB,Intel HD 520,2.4 GHZ,Notebook/Laptop,Unknown,Dell XPS 13 9350,Windows 11 Pro,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Touchscreen, Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),3200.0,1800.0
Dell,979.99,$,Unknown,4.0,i7-13800H,15.6,Unknown,Silver,16 GB,256 GB,Unknown,5.2 GHz,Notebook/Laptop,Unknown,Precision 3581 Laptop,Windows 11 Pro,"Wi-Fi, Bluetooth, Built-in Webcam, Built-in Microphone",256 GB,Unknown,SSD (Solid State Drive),1920.0,1080.0
HP,189.99,$,Unknown,4.0,na,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Notebook/Laptop,Unknown,HP Stream,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,344.45,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,331.92,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Gráficos Intel HD 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Fusion5,69.62,$,Unknown,4.0,intel Atom x5 z8350,11.0,Unknown,Unknown,2 GB,32 GB,Intel HD Graphics,1.44 GHz,Notebook/Laptop,Unknown,T50,Linux,"Integrated Speakers, Text-to-Speech Function, Web Browser, 10/100 LAN Card, Wi-Fi",Unknown,Unknown,eMMC,1280.0,720.0
XPLORE,789.0,$,Unknown,4.0,Intel Core i5 6th Gen.,10.1,Unknown,Black,8 GB,Unknown,Unknown,2.90 GHz,Rugged Tablet PC,Unknown,iX101B2,Windows 10 Pro,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  HSDPA,  Rugged",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Lenovo,367.99,$,Unknown,4.0,Intel Core i5 10th Gen.,14.0,Unknown,Black,16 GB,512 GB,Intel UHD Graphics,1.7 GHz,Notebook/Laptop,2020,Lenovo ThinkPad T14 Gen 1,Windows 11 Pro,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Unknown,1.0,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Acer,439.0,$,Unknown,4.0,Core i5,13.5,Unknown,Silver,8 GB,512 GB,Intel Iris Xe Graphics,Unknown,Notebook/Laptop,Unknown,Acer Swift 3,Unknown,Unknown,512 GB,Unknown,SSD (Solid State Drive),1920.0,1080.0
HP,195.0,$,4.5 out of 5 stars,11.0,Intel Celeron N,14.0,Unknown,White,4 GB,64 GB,Intel UHD Graphics 600,1.10 GHz,Notebook/Laptop,2022,14DQ0052DX,Windows 11 Home,Built-in Microphone,64 GB,Unknown,eMMC,1366.0,768.0
Unknown,375.78,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,GRÁFICOS INTEL HD 620,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,367.29,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel GMA 950,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
HP,49.0,$,Unknown,4.0,AMD A4 Dual-Core,14.0,Unknown,Unknown,8 GB,Unknown,Unknown,2.50 GHz,Notebook/Laptop,Unknown,HP ProBook,Windows 7 Professional,Unknown,320 GB,Unknown,Unknown,1920.0,1080.0
Dell,300.0,$,Unknown,4.0,Intel Core i7 11th Gen.,14.0,Unknown,Silver,16 GB,512 GB,Intel Iris Xe Graphics,2.80 GHz,Notebook/Laptop,2021,Dell Latitude 5420,Windows 10 Pro,Unknown,512 GB,Unknown,SSD (Solid State Drive),1920.0,1080.0
Unknown,303.78,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,INTEL HD GRAPHICS 620,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Toshiba,94.94,$,Unknown,4.0,Intel Core Duo,15.6,Unknown,Unknown,4 GB,0,Intel HD Graphics,1.87 GHz,Notebook/Laptop,2014,L300,Windows Vista,"Built-in Microphone, Built-in Webcam, Optical Drive, Widescreen Display, Wi-Fi",500 GB,Unknown,HDD (Hard Disk Drive),1366.0,768.0
Dell,359.93,$,Unknown,4.0,Intel Core i5 5th generation,14.0,Unknown,Unknown,Unknown,120GB,Intel HD Graphics 5500,Unknown,Laptop,Unknown,E7450,Windows 11 Pro,Unknown,NO,Unknown,Unknown,1920.0,1080.0
Unknown,44.96,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,131.21,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,9.76,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,396.24,$,Unknown,4.0,Intel Core i5 6th generation,12.0,Unknown,Unknown,Unknown,120GB,Intel HD Graphics 520,2.80 GHz,Notebook/Laptop,Unknown,E7270,Windows 11 Pro,"10/100 LAN Card, Webcam integrated, Wi-Fi, Touchscreen, Bluetooth",NO,Unknown,Unknown,1920.0,1080.0
Unknown,104.91,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,61.64,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
KODAK,41.7,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,419.29,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Simpletek,2.0,$,Unknown,4.0,inter Core i7 8550U,14.0,Unknown,Unknown,Unknown,240GB,Intel UHD Graphics 620,1.50-1.99GHz,Notebook/Laptop,Unknown,W14X,Windows 11 Pro,"Touch ID,  10/100 LAN Card,  Shockproof,  Bluetooth,  Webcam integrated,  Wi-Fi",NO,Unknown,SSD,1920.0,1080.0
Dell,372.81,$,Unknown,4.0,Intel Core i5 3rd generation,14.0,Unknown,Unknown,Unknown,480GB,Intel HD Graphics 4000,Unknown,Unknown,Unknown,E5430,Windows 11 Pro,Unknown,NO,Unknown,Unknown,1920.0,1080.0
Unknown,632.74,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Gráficos Intel HD 3000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,522.7,$,Unknown,4.0,Intel Core i3 7th generation,15.0,Unknown,Black,Unknown,120GB,Intel HD Graphics 620,Unknown,Laptop,Unknown,E570,Windows 10 Pros,Webcam integrated,NO,Unknown,Unknown,1920.0,1080.0
Unknown,124.3,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,105.74,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,572.8,$,Unknown,4.0,Intel Core i3 6th generation,12.0,Unknown,Black,Unknown,480GB,Intel HD Graphics 520,2.00-3.00GHz,Notebook/Laptop,Unknown,X260,Windows 11 pros,"10/100 LAN Card,  Webcam integrated,  Wi-Fi,  Double battery,  Bluetooth",NO,Unknown,SSD,1920.0,1080.0
Dell,299.76,$,Unknown,4.0,Intel Core i5 3rd generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 4000,2.00-3.00GHz,Notebook/Laptop,Unknown,E6430,Windows 11 Pro,"10/100 LAN Card,  Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
Unknown,58.6,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
AUO,92.16,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,678.47,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Gráficos Intel HD 4000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,378.93,$,Unknown,4.0,Unknown,14.0,Unknown,Gris,Unknown,Unknown,Gráficos Intel HD 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,139.86,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,111.46,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,419.29,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,INTEL HD-GRAFIK 620,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,53.16,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
AUO,127.85,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,92.65,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,142.87,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Samsung,135.05,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,303.85,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,571.32,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,485.82,$,Unknown,4.0,Intel Core i5 6th generation,12.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 520,2.80 GHz,Notebook/Laptop,Unknown,E7270,Windows 11 Pro,"Touchscreen, 10/100 LAN Card, Bluetooth, Backlit Keyboard, Webcam integrated, Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
Dell,406.25,$,Unknown,4.0,Intel Core i5 4th generation,10.0,Unknown,Unknown,Unknown,480GB,Intel HD Graphics 4200,1.50-1.99GHz,Notebook/Laptop,Unknown,11 Pro 7139,Windows 10 pros,"SIM slots,  Touchscreen,  Touch ID,  Bluetooth,  Webcam integrated,  Wi-Fi,  Player SD",NO,Unknown,SSD,1920.0,1080.0
Lenovo,452.52,$,Unknown,4.0,Intel Core i5 4th generation,12.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 4400,1.50-1.99GHz,Notebook/Laptop,Unknown,x240,Windows 11 pros,"Touch ID, 10/100 LAN Card, Bluetooth, Double battery, Webcam integrated, Wi-Fi",NO,Unknown,SSD,1920.0,1080.0
Unknown,747.73,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,395.89,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 4000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Toshiba,51.0,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,64.01,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,421.96,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 4400,3.00-4.00GHz,Notebook/Laptop,Unknown,T440s,Windows 10 pros,"Touch ID,  10/100 LAN Card,  Bluetooth,  Double battery,  Webcam integrated,  Wi-Fi",NO,Unknown,SSD,1920.0,1080.0
